Time,Amplitude
4.7243,5.7019307038597e-05
4.7244,5.42051955206968e-05
4.7245,3.19968979085312e-05
4.7246,1.78749777289358e-05
4.7247,4.2354796165189e-06
4.7248,7.02755687346754e-06
4.7249,-1.2458906704627e-05
4.725,-2.31165652828027e-05
4.7251,-3.95879823560167e-05
4.7252,-6.17518148462317e-05
4.7253,-8.67744203596608e-05
4.7254,-0.000119826780904346
4.7255,-0.000156889096072381
4.7256,-0.000175016803931036
4.7257,-0.000215480117548206
4.7258,-0.000232202480520494
4.7259,-0.000254428677356085
4.726,-0.000261550206800414
4.7261,-0.000275150059372121
4.7262,-0.000296869346818737
4.7263,-0.000306738397023234
4.7264,-0.00030763766659412
4.7265,-0.000312502744988012
4.7266,-0.000317449327111003
4.7267,-0.000316614387282131
4.7268,-0.000326098195882555
4.7269,-0.00031769011034147
4.727,-0.000320424501712428
4.7271,-0.000317322012487066
4.7272,-0.000306436960867776
4.7273,-0.000287961767311877
4.7274,-0.000294638381461637
4.7275,-0.000263591923514127
4.7276,-0.00027205221212939
